,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,hospital_beds_per_thousand,life_expectancy,human_development_index
160,Africa,Chad,1499.0,1.0,8.286,98.0,0.0,0.28600000000000003,91.259,0.061,0.504,5.966,0.0,66.67,16425859.0,11.833,16.7,2.4859999999999998,1.446,1768.1529999999998,38.4,280.995,6.1,,54.24,0.40399999999999997
161,Africa,Togo,2364.0,7.0,22.857,57.0,0.0,0.5710000000000001,285.551,0.846,2.761,6.885,0.0,,8278737.0,143.366,19.4,2.839,1.525,1429.8129999999999,49.2,280.033,6.15,0.7,61.04,0.503
162,Asia,Thailand,3797.0,10.0,7.2860000000000005,59.0,0.0,0.0,54.398,0.14300000000000002,0.10400000000000001,0.845,0.0,43.52,69799978.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,2.1,77.15,0.755
163,Asia,Tajikistan,11096.0,42.0,39.571,82.0,0.0,0.14300000000000002,1163.39,4.404,4.149,8.597999999999999,0.0,37.04,9537642.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.69800000000004,7.11,4.8,71.1,0.65
164,Asia,Timor,30.0,0.0,0.0,,0.0,0.0,22.754,0.0,0.0,,0.0,,1318442.0,87.176,18.0,3.556,1.8969999999999998,6570.102,30.3,335.346,6.86,5.9,69.5,0.625
165,North America,Trinidad and Tobago,5704.0,36.0,24.143,109.0,2.0,0.429,4075.768,25.724,17.250999999999998,77.885,1.429,77.78,1399491.0,266.88599999999997,36.2,10.014,5.819,28763.071,,228.467,10.97,3.0,73.51,0.784
166,Africa,Tunisia,61906.0,0.0,1358.1429999999998,1381.0,0.0,56.857,5238.0070000000005,0.0,114.916,116.85,0.0,62.96,11818618.0,74.22800000000001,32.7,8.001,5.075,10849.296999999999,2.0,318.991,8.52,2.3,76.7,0.735
167,Asia,Turkey,379775.0,2302.0,2253.714,10402.0,76.0,75.429,4502.955,27.295,26.721999999999998,123.335,0.9009999999999999,,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,2.81,77.69,0.7909999999999999
168,Africa,Tanzania,509.0,0.0,0.0,21.0,0.0,0.0,8.521,0.0,0.0,0.35200000000000004,0.0,13.89,59734213.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.28799999999998,5.75,0.7,65.46,0.5379999999999999
169,Africa,Uganda,12971.0,228.0,202.0,114.0,2.0,1.857,283.575,4.985,4.416,2.492,0.044000000000000004,57.41,45741000.0,213.75900000000001,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,0.5,63.37,0.516
170,Europe,Ukraine,402194.0,6754.0,7610.0,7375.0,69.0,130.143,9196.42,154.434,174.007,168.63400000000001,1.578,58.8,43733759.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,8.8,72.06,0.7509999999999999
171,South America,Uruguay,3165.0,16.0,41.857,60.0,1.0,0.857,911.125,4.606,12.05,17.273,0.28800000000000003,,3473727.0,19.750999999999998,35.6,14.655,10.360999999999999,20551.409,0.1,160.708,6.93,2.8,77.91,0.804
172,North America,United States,9291245.0,83883.0,83817.286,231551.0,555.0,830.857,28070.002,253.421,253.222,699.544,1.6769999999999998,62.5,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,2.77,78.86,0.924
173,Asia,Uzbekistan,67254.0,98.0,212.71400000000003,571.0,1.0,2.4290000000000003,2009.43,2.928,6.356,17.06,0.03,50.93,33469199.0,76.134,28.2,4.468999999999999,2.873,6253.104,,724.4169999999999,7.57,4.0,71.72,0.71
174,North America,Saint Vincent and the Grenadines,75.0,0.0,0.28600000000000003,,0.0,0.0,675.998,0.0,2.575,,0.0,,110947.0,281.78700000000003,31.8,7.724,4.832,10727.146,,252.675,11.62,2.6,72.53,0.723
175,South America,Venezuela,92705.0,380.0,379.714,805.0,4.0,4.0,3260.135,13.363,13.353,28.309,0.141,84.26,28435943.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,0.8,72.06,0.7609999999999999
176,Asia,Vietnam,1192.0,12.0,3.286,35.0,0.0,0.0,12.245999999999999,0.12300000000000001,0.034,0.36,0.0,,97338583.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,2.6,75.4,0.6940000000000001
177,Asia,Yemen,2063.0,0.0,0.0,600.0,0.0,0.14300000000000002,69.168,0.0,0.0,20.117,0.0,24.07,29825968.0,53.508,20.3,2.9219999999999997,1.5830000000000002,1479.1470000000002,18.8,495.00300000000004,5.35,0.7,66.12,0.452
178,Africa,South Africa,727595.0,772.0,1548.0,19465.0,54.0,65.286,12267.931999999999,13.017000000000001,26.101,328.19800000000004,0.91,,59308690.0,46.754,27.3,5.343999999999999,3.053,12294.876,18.9,200.38,5.52,2.32,64.13,0.6990000000000001
179,Africa,Zambia,16543.0,63.0,49.0,349.0,0.0,0.14300000000000002,899.8610000000001,3.427,2.665,18.984,0.0,41.67,18383956.0,22.995,17.7,2.48,1.5419999999999998,3689.2509999999997,57.5,234.49900000000002,3.94,2.0,63.89,0.588
180,Africa,Zimbabwe,8389.0,15.0,12.286,245.0,2.0,0.429,564.424,1.0090000000000001,0.8270000000000001,16.484,0.135,71.3,14862927.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.7,61.49,0.535
